9.688177511854046964e-01,8.903523848455540124e-01,8.960629262743862178e-01,8.857054965917736666e-01,8.846742478458650139e-01,8.594898375618960085e-01,8.374550748014237822e-01,8.013408377588601139e-01,7.931539348907306053e-01,7.954213678491568462e-01,7.708621546896281540e-01,7.964803441727212885e-01,7.728190536157287793e-01,7.378162284041348551e-01,7.034461075433162680e-01,6.743764665355492793e-01,7.040724114921037557e-01,6.718212269378257551e-01,6.590443776409667942e-01,6.330571336591308551e-01,5.997815176685515892e-01,5.696548744409831722e-01,5.480360393370613536e-01,5.140954568966058513e-01,4.760943184266251960e-01,4.333312484499528550e-01,4.011141707077731655e-01,3.306049988323661593e-01
9.256892391824422806e-01,9.153539475655995128e-01,9.210544770174121654e-01,9.067635873507704503e-01,9.050468575270415039e-01,8.885342011925896344e-01,8.783917598270779559e-01,8.449737390362314082e-01,8.430706095782906084e-01,8.376962559018704679e-01,8.146377288768986702e-01,8.328598873890673548e-01,8.160597418697146388e-01,7.846458752300945472e-01,7.531256096287957114e-01,7.254238328676991809e-01,7.453045987333185574e-01,7.126706374281416290e-01,6.961353499312491477e-01,6.690937938882469682e-01,6.349091111191513814e-01,6.057855186941055736e-01,5.844025030648498653e-01,5.504356985661477131e-01,5.167388540591298929e-01,4.756846247902777880e-01,4.427313532916403727e-01,3.930692920373579646e-01
8.969273361011076418e-01,8.802302780826102291e-01,9.236440878842501201e-01,9.087775671198983218e-01,9.142846671907508549e-01,8.999145917858475396e-01,8.899726334846808085e-01,8.655744764517950829e-01,8.661754976408148066e-01,8.614894961803406526e-01,8.396282674472542729e-01,8.576265666807817434e-01,8.420887796949984017e-01,8.137487194132607682e-01,7.842333039581922405e-01,7.584248203020956813e-01,7.734520822225483538e-01,7.410370756955673155e-01,7.200283297991647569e-01,6.958931674437539572e-01,6.629311614520295715e-01,6.339714045853734881e-01,6.111936574025781388e-01,5.757802868734159807e-01,5.431606802441805160e-01,4.991822631249087650e-01,4.643384363356042321e-01,4.205558521646568515e-01
8.644073346765124288e-01,8.432959520444978097e-01,8.889569692813803492e-01,9.286254802599932523e-01,9.212931729682704018e-01,8.983463786376754134e-01,8.981355891557691873e-01,8.730638190763883033e-01,8.812198406456310806e-01,8.819973765127883114e-01,8.638208742719367672e-01,8.715208693779925575e-01,8.544407061655052704e-01,8.288450851517176199e-01,8.033497346029552233e-01,7.796397503623607728e-01,7.963050407233474015e-01,7.659031352495550005e-01,7.492386474618630832e-01,7.227570330785278996e-01,6.925649792382663206e-01,6.624589619231413540e-01,6.379248985942381767e-01,6.007846286732905217e-01,5.693848455705182721e-01,5.234640428618059227e-01,4.917811403440555118e-01,4.390703820318376804e-01
8.475563385513866788e-01,8.214162774131632538e-01,8.658232978838573679e-01,8.944725587213974149e-01,9.308655859975787372e-01,9.057944972210928425e-01,9.038418913045794811e-01,8.833214099650606999e-01,8.887359854923434499e-01,8.914850646243970278e-01,8.744473262043429562e-01,8.830241414205514117e-01,8.639163044639172062e-01,8.390479320500788818e-01,8.179946044981011299e-01,7.910896299301347634e-01,8.074819836311488697e-01,7.811097119663630295e-01,7.608034241278416321e-01,7.371989953018752706e-01,7.090988443404693253e-01,6.798886926737535141e-01,6.531214070523537751e-01,6.165313196824726560e-01,5.901990674278526638e-01,5.452652520700281835e-01,5.133079001110449902e-01,4.484550966923688264e-01
8.321414448162054445e-01,8.186096822761215197e-01,8.643241667346995838e-01,8.839381993197784615e-01,9.188495713700833845e-01,9.334328223845804740e-01,9.230800122184816825e-01,9.077830240207398482e-01,9.002289963570413445e-01,8.938849621495081887e-01,8.856102424316557586e-01,9.004457901437848966e-01,8.769584801890655257e-01,8.482342117006902438e-01,8.254095085441252033e-01,7.951693181585225423e-01,8.083118742377620736e-01,7.811176573821423386e-01,7.601597593915352391e-01,7.359856795920054484e-01,7.093696795131358979e-01,6.775930436703908599e-01,6.494000585931523073e-01,6.162287554175580606e-01,5.904638756489580809e-01,5.450124831260381164e-01,5.124956277888780276e-01,4.422474605636336209e-01
7.987760120187145096e-01,7.986888890289518539e-01,8.416694454129295400e-01,8.661646156825610898e-01,8.964067724697895034e-01,9.050699379354201213e-01,9.330397635710763193e-01,9.127181812185439780e-01,9.187497377182801683e-01,9.093502532264912119e-01,8.982130599378306268e-01,9.069571309220042510e-01,8.911953026538668166e-01,8.664220975664712610e-01,8.507617470887043343e-01,8.214193659833440853e-01,8.242250030495403834e-01,7.986572050131500733e-01,7.731838327199825889e-01,7.487300004067896086e-01,7.263144575436005779e-01,6.989226969117673383e-01,6.728898595346364253e-01,6.405747228774900659e-01,6.248083626335863006e-01,5.805309497664384866e-01,5.497636673690530218e-01,4.917236631526412105e-01
7.553382181850103461e-01,7.545103953210577918e-01,8.059623324457129145e-01,8.237557064171278087e-01,8.643803569315118285e-01,8.795839288276274814e-01,9.018485614727074218e-01,9.184523888486666454e-01,9.183625460379025718e-01,9.032198461935082578e-01,8.950176279192881834e-01,9.054740680677804132e-01,8.891262754930396861e-01,8.722922634838368161e-01,8.656791327022436144e-01,8.384405173831239733e-01,8.333351491940077516e-01,8.079952728440886744e-01,7.761888468100890393e-01,7.555953878217975817e-01,7.341289784866480428e-01,7.074826916547121147e-01,6.799382603206203246e-01,6.516591915598672902e-01,6.413166610903836551e-01,5.990162254438421430e-01,5.689740796550770696e-01,5.123762074218182194e-01
7.327358524620539715e-01,7.320160282391694473e-01,7.850952615089650255e-01,8.067876300368149733e-01,8.434107027152784042e-01,8.498452159610396794e-01,8.787164135414640143e-01,8.940704799477914300e-01,9.268788498624125349e-01,9.108377248878790633e-01,9.027802704804533951e-01,9.043786082856668518e-01,8.951338775162147599e-01,8.887986973838226668e-01,8.844293992728167186e-01,8.599771867844708817e-01,8.519784096866096501e-01,8.244432326721646831e-01,7.924999071017075902e-01,7.701987542167439971e-01,7.494177013289811118e-01,7.247580573793627190e-01,6.976531342788829804e-01,6.672625089780686025e-01,6.551140770936113578e-01,6.109582260142261134e-01,5.813849399090760262e-01,5.292750916798838468e-01
7.401359976365208260e-01,7.329784056624515376e-01,7.834158384510430118e-01,8.081162152235332741e-01,8.444919430885158285e-01,8.454421019950218996e-01,8.711841134796871611e-01,8.836901314508750493e-01,9.135069221577506449e-01,9.285839133646528465e-01,9.120184461969654821e-01,9.050432224337393583e-01,8.964469737440987629e-01,8.886634608970034321e-01,8.819166770521031928e-01,8.585852485194449546e-01,8.565143972911283266e-01,8.289612809072582911e-01,7.990779327349544214e-01,7.744359485696248324e-01,7.524124412361195002e-01,7.262966075644250452e-01,6.984534991905214651e-01,6.667392224050004979e-01,6.505633214698026690e-01,6.038070371010562098e-01,5.746559541387017411e-01,5.076889283146954757e-01
